"Category","Id","Label","ExpectedFile","Status","MatchCount","Matches"
"Environment","DET-005","Acorn","DET-005_Acorn.png","Missing","0",""
"Environment","DET-006","Pinecone","DET-006_Pinecone.png","Missing","0",""
"Environment","DET-007","Seeds","DET-007_Seeds.png","Missing","0",""
"Environment","DET-008","FallenFruit","DET-008_FallenFruit.png","Missing","0",""
"Environment","DET-009","SmallFlowers","DET-009_SmallFlowers.png","Missing","0",""
"Environment","DET-010","TinyMushrooms","DET-010_TinyMushrooms.png","Missing","0",""
"Prop","NPR-001","Stick","NPR-001_Stick.png","Found","4","NPR-001_Stick.png"
"Prop","NPR-002","Leaf","NPR-002_Leaf.png","Found","4","NPR-002_Leaf.png"
"Prop","NPR-003","Feather","NPR-003_Feather.png","Found","4","NPR-003_Feather.png"
"Prop","NPR-004","Nest","NPR-004_Nest.png","Found","4","NPR-004_Nest.png"
"Prop","NPR-005","Acorn","NPR-005_Acorn.png","Found","4","NPR-005_Acorn.png"
"Prop","NPR-006","Pinecone","NPR-006_Pinecone.png","Found","4","NPR-006_Pinecone.png"
"Prop","NPR-007","Flower","NPR-007_Flower.png","Found","4","NPR-007_Flower.png"
"Prop","NPR-008","Twig","NPR-008_Twig.png","Found","4","NPR-008_Twig.png"
"Prop","NPR-009","Seed","NPR-009_Seed.png","Found","4","NPR-009_Seed.png"
"Prop","NPR-010","Smooth_Stone","NPR-010_Smooth_Stone.png","Found","4","NPR-010_SmoothStone.png; NPR-010_Smooth_Stone.png"
"Prop","FOD-001","Apple","FOD-001_Apple.png","Found","2","FOD-001_Apple.png"
"Prop","FOD-002","Mango","FOD-002_Mango.png","Found","2","FOD-002_Mango.png"
"Prop","FOD-003","Banana","FOD-003_Banana.png","Found","2","FOD-003_Banana.png"
"Prop","FOD-004","Carrot","FOD-004_Carrot.png","Found","2","FOD-004_Carrot.png"
"Prop","FOD-005","Modak","FOD-005_Modak.png","Found","2","FOD-005_Modak.png"
"Prop","FOD-006","Honey_Pot","FOD-006_Honey_Pot.png","Found","2","FOD-006_Honey_Pot.png"
"Prop","FOD-007","Berry_Basket","FOD-007_Berry_Basket.png","Found","2","FOD-007_Berry_Basket.png"
"Prop","FOD-008","Nuts","FOD-008_Nuts.png","Found","2","FOD-008_Nuts.png"
"Prop","FOD-009","Watermelon_Slice","FOD-009_Watermelon_Slice.png","Found","2","FOD-009_Watermelon_Slice.png"
"Prop","FOD-010","Water_Pot","FOD-010_Water_Pot.png","Found","2","FOD-010_Water_Pot.png"
"Prop","ADV-001","Basket","ADV-001_Basket.png","Found","2","ADV-001_Basket.png"
"Prop","ADV-002","Rope","ADV-002_Rope.png","Found","2","ADV-002_Rope.png"
"Prop","ADV-003","Bucket","ADV-003_Bucket.png","Found","2","ADV-003_Bucket.png"
"Prop","ADV-004","Paper_Boat","ADV-004_Paper_Boat.png","Found","2","ADV-004_Paper_Boat.png"
"Prop","ADV-005","Lantern","ADV-005_Lantern.png","Found","2","ADV-005_Lantern.png"
"Prop","ADV-006","Magnifying_Glass","ADV-006_Magnifying_Glass.png","Found","2","ADV-006_Magnifying_Glass.png"
"Prop","ADV-007","Small_Flag","ADV-007_Small_Flag.png","Found","2","ADV-007_Small_Flag.png"
"Prop","ADV-008","Map","ADV-008_Map.png","Found","2","ADV-008_Map.png"
"Prop","ADV-009","Walking_Stick","ADV-009_Walking_Stick.png","Found","2","ADV-009_Walking_Stick.png"
"Prop","ADV-010","Backpack","ADV-010_Backpack.png","Found","2","ADV-010_Backpack.png"
"Prop","LRN-001","Book","LRN-001_Book.png","Found","2","LRN-001_Book.png"
"Prop","LRN-002","Scroll","LRN-002_Scroll.png","Found","2","LRN-002_Scroll.png"
"Prop","LRN-003","Pencil","LRN-003_Pencil.png","Found","2","LRN-003_Pencil.png"
"Prop","LRN-004","Paintbrush","LRN-004_Paintbrush.png","Found","2","LRN-004_Paintbrush.png"
"Prop","LRN-005","Drawing_Paper","LRN-005_Drawing_Paper.png","Found","2","LRN-005_Drawing_Paper.png"
"Prop","LRN-006","Chalk","LRN-006_Chalk.png","Found","2","LRN-006_Chalk.png"
"Prop","LRN-007","Blackboard","LRN-007_Blackboard.png","Found","2","LRN-007_Blackboard.png"
"Prop","LRN-008","Music_Drum","LRN-008_Music_Drum.png","Found","2","LRN-008_Music_Drum.png"
"Prop","LRN-009","Flute","LRN-009_Flute.png","Found","2","LRN-009_Flute.png"
"Prop","LRN-010","Bell","LRN-010_Bell.png","Found","2","LRN-010_Bell.png"
"Prop","HLP-001","Watering_Can","HLP-001_Watering_Can.png","Found","2","HLP-001_Watering_Can.png"
"Prop","HLP-002","Broom","HLP-002_Broom.png","Found","2","HLP-002_Broom.png"
"Prop","HLP-003","Wooden_Cart","HLP-003_Wooden_Cart.png","Found","2","HLP-003_Wooden_Cart.png"
"Prop","HLP-004","Clay_Pot","HLP-004_Clay_Pot.png","Found","2","HLP-004_Clay_Pot.png"
"Prop","HLP-005","Blanket","HLP-005_Blanket.png","Found","2","HLP-005_Blanket.png"
"Prop","HLP-006","First_Aid_Pouch","HLP-006_First_Aid_Pouch.png","Found","2","HLP-006_First_Aid_Pouch.png"
"Prop","HLP-007","Toy_Box","HLP-007_Toy_Box.png","Found","2","HLP-007_Toy_Box.png"
"Prop","HLP-008","Picnic_Basket","HLP-008_Picnic_Basket.png","Found","2","HLP-008_Picnic_Basket.png"
"Prop","HLP-009","Plant_Pot","HLP-009_Plant_Pot.png","Found","2","HLP-009_Plant_Pot.png"
"Prop","HLP-010","Lantern_Pole","HLP-010_Lantern_Pole.png","Found","2","HLP-010_Lantern_Pole.png"
"Prop","SEA-001","Kite","SEA-001_Kite.png","Found","2","SEA-001_Kite.png"
"Prop","SEA-002","Umbrella","SEA-002_Umbrella.png","Found","2","SEA-002_Umbrella.png"
"Prop","SEA-003","Garland","SEA-003_Garland.png","Found","2","SEA-003_Garland.png"
"Prop","SEA-004","Lamp_Diya","SEA-004_Lamp_Diya.png","Found","2","SEA-004_Lamp_Diya.png"
"Prop","SEA-005","Gift_Box","SEA-005_Gift_Box.png","Found","2","SEA-005_Gift_Box.png"
"Prop","SEA-006","Flower_Basket","SEA-006_Flower_Basket.png","Found","2","SEA-006_Flower_Basket.png"
"Prop","SEA-007","Rangoli_Tray","SEA-007_Rangoli_Tray.png","Found","2","SEA-007_Rangoli_Tray.png"
"Prop","SEA-008","Small_Drum","SEA-008_Small_Drum.png","Found","2","SEA-008_Small_Drum.png"
"Prop","SEA-009","Decorative_Bell","SEA-009_Decorative_Bell.png","Found","2","SEA-009_Decorative_Bell.png"
"Prop","SEA-010","Festival_Banner","SEA-010_Festival_Banner.png","Found","2","SEA-010_Festival_Banner.png"
"Symbol","GIT-SYM-001","Peacock_Feather","GIT-SYM-001_Peacock_Feather.png","Found","1","GIT-SYM-001_Peacock_Feather.png"
"Symbol","GIT-SYM-002","Flute","GIT-SYM-002_Flute.png","Found","1","GIT-SYM-002_Flute.png"
"Symbol","GIT-SYM-003","Conch_Shankha","GIT-SYM-003_Conch_Shankha.png","Found","1","GIT-SYM-003_Conch_Shankha.png"
"Symbol","GIT-SYM-004","Chariot","GIT-SYM-004_Chariot.png","Found","1","GIT-SYM-004_Chariot.png"
"Symbol","GIT-SYM-005","Sudarshana_Chakra","GIT-SYM-005_Sudarshana_Chakra.png","Found","1","GIT-SYM-005_Sudarshana_Chakra.png"
"Symbol","GIT-SYM-006","Lotus","GIT-SYM-006_Lotus.png","Found","1","GIT-SYM-006_Lotus.png"
"Symbol","GIT-SYM-007","Cow","GIT-SYM-007_Cow.png","Found","1","GIT-SYM-007_Cow.png"
"Symbol","GIT-SYM-008","Sun","GIT-SYM-008_Sun.png","Found","1","GIT-SYM-008_Sun.png"
"Symbol","GIT-SYM-009","Banyan_Tree","GIT-SYM-009_Banyan_Tree.png","Found","1","GIT-SYM-009_Banyan_Tree.png"
"Symbol","GIT-SYM-010","Bow","GIT-SYM-010_Bow.png","Found","1","GIT-SYM-010_Bow.png"
"Symbol","GIT-SYM-011","Kurukshetra_Battlefield","GIT-SYM-011_Kurukshetra_Battlefield.png","Found","1","GIT-SYM-011_Kurukshetra_Battlefield.png"
"Symbol","GIT-SYM-012","Divine_Light","GIT-SYM-012_Divine_Light.png","Found","1","GIT-SYM-012_Divine_Light.png"
"Symbol","GAN-SYM-001","Modak","GAN-SYM-001_Modak.png","Found","1","GAN-SYM-001_Modak.png"
"Symbol","GAN-SYM-002","Mouse_Mushika","GAN-SYM-002_Mouse_Mushika.png","Found","1","GAN-SYM-002_Mouse_Mushika.png"
"Symbol","GAN-SYM-003","Broken_Tusk","GAN-SYM-003_Broken_Tusk.png","Found","1","GAN-SYM-003_Broken_Tusk.png"
"Symbol","GAN-SYM-004","Lotus","GAN-SYM-004_Lotus.png","Missing","0",""
"Symbol","GAN-SYM-005","Axe_Parashu","GAN-SYM-005_Axe_Parashu.png","Found","1","GAN-SYM-005_Axe_Parashu.png"
"Symbol","GAN-SYM-006","Noose_Pasha","GAN-SYM-006_Noose_Pasha.png","Found","1","GAN-SYM-006_Noose_Pasha.png"
"Symbol","GAN-SYM-007","Rope","GAN-SYM-007_Rope.png","Found","1","GAN-SYM-007_Rope.png"
"Symbol","GAN-SYM-008","Blessing_Hand","GAN-SYM-008_Blessing_Hand.png","Found","1","GAN-SYM-008_Blessing_Hand.png"
"Symbol","GAN-SYM-009","Large_Ears","GAN-SYM-009_Large_Ears.png","Found","1","GAN-SYM-009_Large_Ears.png"
"Symbol","GAN-SYM-010","Trunk","GAN-SYM-010_Trunk.png","Found","1","GAN-SYM-010_Trunk.png"
"Symbol","GAN-SYM-011","Big_Belly","GAN-SYM-011_Big_Belly.png","Found","1","GAN-SYM-011_Big_Belly.png"
"Symbol","GAN-SYM-012","Om","GAN-SYM-012_Om.png","Found","1","GAN-SYM-012_Om.png"
"Symbol","HAN-SYM-001","Mountain_Sanjeevani","HAN-SYM-001_Mountain_Sanjeevani.png","Missing","0",""
"Symbol","HAN-SYM-002","Gada_Mace","HAN-SYM-002_Gada_Mace.png","Found","1","HAN-SYM-002_Gada_Mace.png"
"Symbol","HAN-SYM-003","Flag","HAN-SYM-003_Flag.png","Found","1","HAN-SYM-003_Flag.png"
"Symbol","HAN-SYM-004","Ring","HAN-SYM-004_Ring.png","Found","1","HAN-SYM-004_Ring.png"
"Symbol","HAN-SYM-005","Tail","HAN-SYM-005_Tail.png","Found","1","HAN-SYM-005_Tail.png"
"Symbol","HAN-SYM-006","Open_Heart","HAN-SYM-006_Open_Heart.png","Found","1","HAN-SYM-006_Open_Heart.png"
"Symbol","HAN-SYM-007","Sun","HAN-SYM-007_Sun.png","Missing","0",""
"Symbol","HAN-SYM-008","Lotus","HAN-SYM-008_Lotus.png","Missing","0",""
"Symbol","HAN-SYM-009","Leap_Across_Ocean","HAN-SYM-009_Leap_Across_Ocean.png","Found","1","HAN-SYM-009_Leap_Across_Ocean.png"
"Symbol","HAN-SYM-010","Folded_Hands","HAN-SYM-010_Folded_Hands.png","Found","1","HAN-SYM-010_Folded_Hands.png"
"Symbol","AWS-SYM-001","Banyan_Tree","AWS-SYM-001_Banyan_Tree.png","Missing","0",""
"Symbol","AWS-SYM-002","Lamp_Diya","AWS-SYM-002_Lamp_Diya.png","Found","1","AWS-SYM-002_Lamp_Diya.png"
"Symbol","AWS-SYM-003","River","AWS-SYM-003_River.png","Found","1","AWS-SYM-003_River.png"
"Symbol","AWS-SYM-004","Seed","AWS-SYM-004_Seed.png","Found","1","AWS-SYM-004_Seed.png"
"Symbol","AWS-SYM-005","Mountain","AWS-SYM-005_Mountain.png","Found","1","AWS-SYM-005_Mountain.png"
"Symbol","AWS-SYM-006","Fire","AWS-SYM-006_Fire.png","Found","1","AWS-SYM-006_Fire.png"
"Symbol","AWS-SYM-007","Wind","AWS-SYM-007_Wind.png","Found","1","AWS-SYM-007_Wind.png"
"Symbol","AWS-SYM-008","Moon","AWS-SYM-008_Moon.png","Found","1","AWS-SYM-008_Moon.png"
"Symbol","AWS-SYM-009","Clay_Pot","AWS-SYM-009_Clay_Pot.png","Found","1","AWS-SYM-009_Clay_Pot.png"
"Symbol","AWS-SYM-010","Open_Hands","AWS-SYM-010_Open_Hands.png","Found","1","AWS-SYM-010_Open_Hands.png"
"Symbol","AWS-SYM-011","Sunrise","AWS-SYM-011_Sunrise.png","Missing","0",""
"Symbol","AWS-SYM-012","Path","AWS-SYM-012_Path.png","Missing","0",""
"Symbol","WWS-SYM-001","Bamboo","WWS-SYM-001_Bamboo.png","Found","1","WWS-SYM-001_Bamboo.png"
"Symbol","WWS-SYM-002","Oak_Tree","WWS-SYM-002_Oak_Tree.png","Missing","0",""
"Symbol","WWS-SYM-003","Moon","WWS-SYM-003_Moon.png","Missing","0",""
"Symbol","WWS-SYM-004","Stone","WWS-SYM-004_Stone.png","Found","1","WWS-SYM-004_Stone.png"
"Symbol","WWS-SYM-005","Water","WWS-SYM-005_Water.png","Found","1","WWS-SYM-005_Water.png"
"Symbol","WWS-SYM-006","Bridge","WWS-SYM-006_Bridge.png","Found","1","WWS-SYM-006_Bridge.png"
"Symbol","WWS-SYM-007","Lantern","WWS-SYM-007_Lantern.png","Found","1","WWS-SYM-007_Lantern.png"
"Symbol","WWS-SYM-008","Feather","WWS-SYM-008_Feather.png","Found","1","WWS-SYM-008_Feather.png"
"Symbol","WWS-SYM-009","Empty_Bowl","WWS-SYM-009_Empty_Bowl.png","Found","1","WWS-SYM-009_Empty_Bowl.png"
"Symbol","WWS-SYM-010","Compass","WWS-SYM-010_Compass.png","Found","1","WWS-SYM-010_Compass.png"
"Symbol","WWS-SYM-011","Rainbow","WWS-SYM-011_Rainbow.png","Found","1","WWS-SYM-011_Rainbow.png"
"Symbol","WWS-SYM-012","Star","WWS-SYM-012_Star.png","Found","1","WWS-SYM-012_Star.png"
"Symbol","GEN-SYM-001","Bell","GEN-SYM-001_Bell.png","Found","1","GEN-SYM-001_Bell.png"
"Symbol","GEN-SYM-002","Scroll","GEN-SYM-002_Scroll.png","Found","1","GEN-SYM-002_Scroll.png"
"Symbol","GEN-SYM-003","Wheel","GEN-SYM-003_Wheel.png","Found","1","GEN-SYM-003_Wheel.png"
"Symbol","GEN-SYM-004","Heart","GEN-SYM-004_Heart.png","Found","1","GEN-SYM-004_Heart.png"
"Symbol","GEN-SYM-005","Helping_Hands","GEN-SYM-005_Helping_Hands.png","Found","1","GEN-SYM-005_Helping_Hands.png"
"Symbol","GEN-SYM-006","Leaf","GEN-SYM-006_Leaf.png","Found","1","GEN-SYM-006_Leaf.png"
